Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
556516,22502,PICNIC BASKET WICKER SMALL,2,13-06-2011 10:46,10.79,,United Kingdom
571498,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,17-10-2011 15:06,3.75,17841.0,United Kingdom
539451,22837,HOT WATER BOTTLE BABUSHKA ,11,17-12-2010 16:59,4.65,,United Kingdom
577150,22114,HOT WATER BOTTLE TEA AND SYMPATHY,50,18-11-2011 09:48,9.13,,United Kingdom
564019,23295,SET OF 12 MINI LOAF BAKING CASES,24,22-08-2011 11:54,0.83,13408.0,United Kingdom
569224,23355,HOT WATER BOTTLE KEEP CALM,2,02-10-2011 14:00,4.95,15701.0,United Kingdom
561513,22156,HEART DECORATION WITH PEARLS ,1,27-07-2011 15:12,1.63,,United Kingdom
568950,22778,GLASS CLOCHE SMALL,4,29-09-2011 15:25,3.95,12458.0,Switzerland
542610,84715,SET OF 6 ICE CREAM SKITTLES,8,30-01-2011 14:05,2.95,13148.0,United Kingdom
575856,84992,72 SWEETHEART FAIRY CAKE CASES,1,11-11-2011 12:28,0.55,16386.0,United Kingdom
573576,82567,"AIRLINE LOUNGE,METAL SIGN",1,31-10-2011 14:09,1.63,14096.0,United Kingdom
576840,23171,REGENCY TEA PLATE GREEN ,1,16-11-2011 15:23,3.29,,United Kingdom
549569,21870,I CAN ONLY PLEASE ONE PERSON MUG,6,10-04-2011 15:15,1.25,15547.0,United Kingdom
553838,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,19-05-2011 12:10,1.65,12620.0,France
570796,21733,RED HANGING HEART T-LIGHT HOLDER,2,12-10-2011 12:19,2.95,16241.0,United Kingdom
554280,22197,SMALL POPCORN HOLDER,12,23-05-2011 13:35,0.85,14817.0,United Kingdom
558923,47566,PARTY BUNTING,8,05-07-2011 10:06,4.95,16837.0,United Kingdom
579293,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,29-11-2011 11:22,3.75,14419.0,United Kingdom
561219,85032C,CURIOUS IMAGES GIFT WRAP SET,12,26-07-2011 08:51,0.65,18180.0,United Kingdom
556408,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,4,10-06-2011 11:54,1.49,13533.0,United Kingdom
571562,20727,LUNCH BAG  BLACK SKULL.,10,18-10-2011 10:04,1.65,14156.0,EIRE
571214,22297,HEART IVORY TRELLIS SMALL,24,14-10-2011 12:56,1.25,14390.0,United Kingdom
547413,21232,STRAWBERRY CERAMIC TRINKET BOX,12,23-03-2011 09:43,1.25,13475.0,United Kingdom
539453,22600,CHRISTMAS RETROSPOT STAR WOOD,2,17-12-2010 17:08,1.66,,United Kingdom
560773,21620,SET OF 4 ROSE BOTANICAL CANDLES,26,20-07-2011 16:17,2.46,,United Kingdom
542622,22408,MONEY BOX CONFECTIONERY DESIGN,1,31-01-2011 09:09,2.46,,United Kingdom
542360,84050,PINK HEART SHAPE EGG FRYING PAN,5,27-01-2011 12:40,1.65,14701.0,United Kingdom
543660,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,11-02-2011 10:40,4.13,,United Kingdom
579008,22111,SCOTTIE DOG HOT WATER BOTTLE,24,28-11-2011 09:12,4.25,17739.0,United Kingdom
569357,23202,JUMBO BAG VINTAGE LEAF,10,03-10-2011 14:52,2.08,15930.0,United Kingdom
565934,22295,HEART FILIGREE DOVE LARGE,12,08-09-2011 10:45,1.65,18222.0,United Kingdom
580729,23553,LANDMARK FRAME CAMDEN TOWN ,1,05-12-2011 17:24,24.96,,United Kingdom
576339,22651,GENTLEMAN SHIRT REPAIR KIT ,2,14-11-2011 15:27,1.63,14096.0,United Kingdom
567665,20839,FRENCH PAISLEY CUSHION COVER ,1,21-09-2011 15:22,3.29,,United Kingdom
558777,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,04-07-2011 10:23,8.29,,United Kingdom
540372,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,06-01-2011 16:41,0.55,13081.0,United Kingdom
544657,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,22-02-2011 13:08,3.75,14895.0,United Kingdom
575681,23237,SET OF 4 KNICK KNACK TINS LEAF,2,10-11-2011 15:32,4.15,16903.0,United Kingdom
552038,22842,BISCUIT TIN VINTAGE RED,24,06-05-2011 08:08,5.95,14156.0,EIRE
562031,21390,FILIGRIS HEART WITH BUTTERFLY,24,01-08-2011 17:37,1.25,16984.0,United Kingdom
566051,21136,PAINTED METAL PEARS ASSORTED,8,08-09-2011 14:42,1.69,15198.0,United Kingdom
578926,21537,RED RETROSPOT PUDDING BOWL,1,27-11-2011 12:24,4.25,18156.0,United Kingdom
575117,21642,ASSORTED TUTTI FRUTTI PEN,4,08-11-2011 14:22,0.29,12748.0,United Kingdom
561320,23200,JUMBO BAG PEARS,3,26-07-2011 12:57,2.08,16942.0,United Kingdom
564135,22966,GINGERBREAD MAN COOKIE CUTTER,4,23-08-2011 11:12,1.25,16550.0,United Kingdom
548534,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,31-03-2011 17:28,1.25,18172.0,United Kingdom
557644,23002,TRAVEL CARD WALLET SKULLS,1,21-06-2011 17:06,0.83,,United Kingdom
557055,21936,RED RETROSPOT PICNIC BAG,5,16-06-2011 14:45,2.95,12621.0,Germany
580884,23313,VINTAGE CHRISTMAS BUNTING,1,06-12-2011 12:21,4.95,15907.0,United Kingdom
551869,84692,BOX OF 24 COCKTAIL PARASOLS,25,04-05-2011 16:36,0.42,16767.0,United Kingdom
542906,22175,PINK OWL SOFT TOY,1,01-02-2011 15:12,5.79,,United Kingdom
549017,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,05-04-2011 15:20,6.35,15145.0,United Kingdom
540418,21675,BUTTERFLIES STICKERS,3,07-01-2011 11:04,0.81,,United Kingdom
539250,22108,PING! MICROWAVE PLATE,8,16-12-2010 13:44,1.25,15157.0,United Kingdom
565926,23266,SET OF 3 WOODEN STOCKING DECORATION,24,08-09-2011 10:02,1.25,13305.0,United Kingdom
559691,23206,LUNCH BAG APPLE DESIGN,10,11-07-2011 15:52,1.65,13089.0,United Kingdom
537051,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,05-12-2010 11:12,9.95,15708.0,United Kingdom
555739,23199,JUMBO BAG APPLES,10,07-06-2011 09:49,2.08,12380.0,Belgium
577772,21975,PACK OF 60 DINOSAUR CAKE CASES,24,21-11-2011 15:53,0.55,18139.0,United Kingdom
573585,23005,TRAVEL CARD WALLET I LOVE LONDON,7,31-10-2011 14:41,0.83,,United Kingdom
564162,23313,VINTAGE CHRISTMAS BUNTING,5,23-08-2011 13:27,4.95,13481.0,United Kingdom
561006,47599B,BLUE PARTY BAGS ,6,22-07-2011 15:02,2.1,16161.0,United Kingdom
558196,22651,GENTLEMAN SHIRT REPAIR KIT ,2,27-06-2011 12:38,0.85,16033.0,United Kingdom
545150,22456,NATURAL SLATE CHALKBOARD LARGE ,3,28-02-2011 12:27,4.95,14227.0,United Kingdom
570806,22711,WRAP CIRCUS PARADE,25,12-10-2011 12:42,0.42,13115.0,United Kingdom
580103,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,01-12-2011 15:12,2.95,16242.0,United Kingdom
567667,23156,SET OF 5 MINI GROCERY MAGNETS,1,21-09-2011 15:24,4.13,,United Kingdom
538524,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,13-12-2010 09:35,5.91,,United Kingdom
550123,22516,CHILDS GARDEN RAKE BLUE,1,14-04-2011 12:39,2.1,,United Kingdom
559547,20676,RED RETROSPOT BOWL,1,10-07-2011 15:12,1.25,17758.0,United Kingdom
564149,22625,RED KITCHEN SCALES,12,23-08-2011 12:26,7.65,14543.0,United Kingdom
561020,23287,RED VINTAGE SPOT BEAKER,2,22-07-2011 17:21,0.85,13563.0,United Kingdom
569212,84879,ASSORTED COLOUR BIRD ORNAMENT,8,02-10-2011 12:05,1.69,15164.0,United Kingdom
579512,23529,WALL ART DOLLY GIRL ,1,29-11-2011 16:47,7.46,,United Kingdom
554935,22938,CUPCAKE LACE PAPER SET 6,12,27-05-2011 13:30,1.95,14338.0,United Kingdom
578827,22598,CHRISTMAS MUSICAL ZINC TREE,6,25-11-2011 14:25,0.83,,United Kingdom
548707,85152,HAND OVER THE CHOCOLATE   SIGN ,2,03-04-2011 12:08,2.1,13781.0,United Kingdom
578275,22439,6 ROCKET BALLOONS ,3,23-11-2011 13:46,0.65,15916.0,United Kingdom
540848,22295,HEART FILIGREE DOVE LARGE,3,12-01-2011 09:26,3.36,,United Kingdom
565919,21155,RED RETROSPOT PEG BAG,2,07-09-2011 16:48,4.96,,United Kingdom
563822,21136,PAINTED METAL PEARS ASSORTED,16,19-08-2011 12:13,1.69,16184.0,United Kingdom
549958,22706,WRAP COWBOYS  ,25,13-04-2011 13:47,0.42,17589.0,United Kingdom
574701,22470,HEART OF WICKER LARGE,1,06-11-2011 13:54,2.95,15426.0,United Kingdom
577230,21642,ASSORTED TUTTI FRUTTI PEN,10,18-11-2011 12:08,0.29,18034.0,United Kingdom
552446,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,09-05-2011 13:28,1.65,16729.0,United Kingdom
550193,22203,MILK PAN RED RETROSPOT,4,15-04-2011 09:27,3.75,13952.0,United Kingdom
564360,23159,SET OF 5 PANCAKE DAY MAGNETS,12,24-08-2011 16:13,2.08,12471.0,Germany
573122,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6,27-10-2011 16:23,0.55,14357.0,United Kingdom
545579,20723,STRAWBERRY CHARLOTTE BAG,10,04-03-2011 08:10,0.85,17508.0,Greece
547993,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,29-03-2011 09:59,0.55,,EIRE
557938,23205,CHARLOTTE BAG VINTAGE ALPHABET ,1,23-06-2011 15:35,1.63,,United Kingdom
564023,22296,HEART IVORY TRELLIS LARGE,12,22-08-2011 12:16,1.65,17562.0,United Kingdom
564758,23199,JUMBO BAG APPLES,2,30-08-2011 10:39,4.13,,United Kingdom
577128,22960,JAM MAKING SET WITH JARS,1,17-11-2011 19:48,4.25,14508.0,United Kingdom
552365,22604,SET OF 4 NAPKIN CHARMS CUTLERY,3,09-05-2011 12:25,2.55,16440.0,United Kingdom
567481,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,20-09-2011 13:41,2.95,16777.0,United Kingdom
546892,23000,TRAVEL CARD WALLET TRANSPORT,1,17-03-2011 18:20,0.83,,United Kingdom
547050,20974,12 PENCILS SMALL TUBE SKULL,10,20-03-2011 12:02,0.65,17795.0,United Kingdom
543448,22549,PICTURE DOMINOES,1,08-02-2011 12:12,2.46,,United Kingdom
581492,22107,PIZZA PLATE IN BOX,10,09-12-2011 10:03,3.29,,United Kingdom
575960,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,13-11-2011 12:28,2.95,15429.0,United Kingdom
550579,22993,SET OF 4 PANTRY JELLY MOULDS,12,19-04-2011 11:52,1.25,13266.0,United Kingdom
545897,22422,TOOTHPASTE TUBE PEN,1,07-03-2011 17:22,1.25,,United Kingdom
581498,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3,09-12-2011 10:26,8.29,,United Kingdom
556917,22271,FELTCRAFT DOLL ROSIE,48,15-06-2011 13:37,2.55,12415.0,Australia
551950,20754,RETROSPOT RED WASHING UP GLOVES,6,05-05-2011 11:38,2.1,14911.0,EIRE
553545,85123a,WHITE HANGING HEART T-LIGHT HOLDER,2,17-05-2011 15:37,6.63,,United Kingdom
580611,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,05-12-2011 11:49,2.95,12748.0,United Kingdom
576078,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,1,13-11-2011 16:22,2.1,14432.0,United Kingdom
562439,23203,JUMBO BAG DOILEY PATTERNS,300,04-08-2011 18:06,1.79,12931.0,United Kingdom
C553378,M,Manual,-1,16-05-2011 15:02,269.7,,United Kingdom
552285,22754,SMALL RED BABUSHKA NOTEBOOK ,1,08-05-2011 12:58,0.85,14684.0,United Kingdom
540551,21025,SPACE FROG,1,10-01-2011 09:43,0.85,,United Kingdom
577742,20674,GREEN POLKADOT BOWL,1,21-11-2011 13:41,1.25,13755.0,United Kingdom
570834,84378,SET OF 3 HEART COOKIE CUTTERS,12,12-10-2011 13:31,1.45,13865.0,United Kingdom
576339,84970S,HANGING HEART ZINC T-LIGHT HOLDER,15,14-11-2011 15:27,2.08,14096.0,United Kingdom
547655,22956,36 FOIL HEART CAKE CASES,6,24-03-2011 12:52,2.1,14267.0,United Kingdom
556809,20828,GLITTER BUTTERFLY CLIPS,5,14-06-2011 16:48,2.55,17179.0,United Kingdom
571824,22423,REGENCY CAKESTAND 3 TIER,4,19-10-2011 11:49,12.75,12472.0,Germany
560977,23294,SET OF 6 SNACK LOAF BAKING CASES,8,22-07-2011 12:09,0.83,16839.0,United Kingdom
562437,22708,WRAP DOLLY GIRL,25,04-08-2011 17:58,0.42,13047.0,United Kingdom
580279,22915,ASSORTED BOTTLE TOP  MAGNETS ,36,02-12-2011 13:12,0.42,15123.0,United Kingdom
539453,22371,AIRLINE BAG VINTAGE TOKYO 78,2,17-12-2010 17:08,8.47,,United Kingdom
577822,22355,CHARLOTTE BAG SUKI DESIGN,100,22-11-2011 09:34,0.72,14607.0,United Kingdom
557120,23160,REGENCY TEA SPOON,12,16-06-2011 17:12,1.25,15669.0,United Kingdom
539958,85032D,YULETIDE IMAGES GIFT WRAP SET,2,23-12-2010 13:26,1.66,,United Kingdom
568668,23206,LUNCH BAG APPLE DESIGN,2,28-09-2011 13:00,1.65,15750.0,United Kingdom
571108,22179,SET 10 NIGHT OWL LIGHTS,4,13-10-2011 16:24,6.75,14555.0,United Kingdom
549294,22988,SOLDIERS EGG CUP ,2,07-04-2011 19:27,1.25,13230.0,United Kingdom
547025,22730,ALARM CLOCK BAKELIKE IVORY,1,18-03-2011 16:50,3.75,,United Kingdom
543349,21390,FILIGRIS HEART WITH BUTTERFLY,6,07-02-2011 13:13,1.25,17774.0,United Kingdom
561360,22698,PINK REGENCY TEACUP AND SAUCER,24,26-07-2011 15:37,2.55,16133.0,United Kingdom
562539,21122,SET/10 PINK POLKADOT PARTY CANDLES,4,05-08-2011 15:30,1.25,17220.0,United Kingdom
565141,20726,LUNCH BAG WOODLAND,1,01-09-2011 13:40,1.65,17841.0,United Kingdom
571846,23241,TREASURE TIN GYMKHANA DESIGN,1,19-10-2011 12:35,2.08,17841.0,United Kingdom
573585,23319,BOX OF 6 MINI 50'S CRACKERS,3,31-10-2011 14:41,4.96,,United Kingdom
573359,71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",1,30-10-2011 12:48,2.95,14178.0,United Kingdom
560453,21058,PARTY INVITES WOODLAND,12,19-07-2011 09:52,0.85,13209.0,United Kingdom
543040,21947,SET OF 6 HEART CHOPSTICKS,2,02-02-2011 17:06,1.25,17337.0,United Kingdom
550071,84879,ASSORTED COLOUR BIRD ORNAMENT,16,14-04-2011 12:12,1.69,16735.0,United Kingdom
541262,82567,"AIRLINE LOUNGE,METAL SIGN",1,16-01-2011 15:50,2.1,18069.0,United Kingdom
577078,22905,CALENDAR IN SEASON DESIGN,3,17-11-2011 15:17,2.46,,United Kingdom
543822,22960,JAM MAKING SET WITH JARS,24,14-02-2011 09:24,3.75,12507.0,Spain
541871,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,24-01-2011 09:41,12.46,,United Kingdom
550500,22132,RED LOVE HEART SHAPE CUP,2,18-04-2011 15:26,1.63,,United Kingdom
556067,23127,FELTCRAFT GIRL NICOLE KIT,1,08-06-2011 14:35,4.95,12748.0,United Kingdom
565475,21212,PACK OF 72 RETROSPOT CAKE CASES,120,05-09-2011 10:47,0.42,14156.0,EIRE
556728,20725,LUNCH BAG RED RETROSPOT,3,14-06-2011 11:36,1.65,15719.0,United Kingdom
564438,23199,JUMBO BAG APPLES,10,25-08-2011 12:11,2.08,16628.0,United Kingdom
542006,22428,ENAMEL FIRE BUCKET CREAM,4,25-01-2011 11:20,6.95,15218.0,United Kingdom
543249,22354,RETROSPOT PADDED SEAT CUSHION,5,04-02-2011 14:43,3.75,13963.0,United Kingdom
556183,21240,BLUE POLKADOT CUP,8,09-06-2011 11:37,0.85,13134.0,United Kingdom
558233,84949,SILVER HANGING T-LIGHT HOLDER,6,27-06-2011 14:36,1.65,18073.0,United Kingdom
556095,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,11,08-06-2011 15:27,4.13,,United Kingdom
538349,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",2,10-12-2010 14:59,2.51,,United Kingdom
552000,22817,CARD SUKI BIRTHDAY,1,05-05-2011 15:56,0.83,,United Kingdom
559816,22230,JIGSAW TREE WITH WATERING CAN,5,12-07-2011 16:11,0.83,,United Kingdom
559052,21943,CAKES AND RABBITS DESIGN FLANNEL ,1,05-07-2011 16:53,0.83,,United Kingdom
564534,82582,AREA PATROLLED METAL SIGN,2,25-08-2011 15:09,2.1,12748.0,United Kingdom
563259,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,15-08-2011 12:19,4.25,17958.0,United Kingdom
539595,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1,20-12-2010 13:43,4.21,,United Kingdom
557233,22999,TRAVEL CARD WALLET RETRO PETALS,4,17-06-2011 14:44,0.42,15356.0,United Kingdom
550835,22499,WOODEN UNION JACK BUNTING,12,21-04-2011 10:52,5.95,15034.0,United Kingdom
569565,23549,WRAP BIRD GARDEN ,25,05-10-2011 09:52,0.42,16722.0,United Kingdom
558777,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,04-07-2011 10:23,4.13,,United Kingdom
543737,22912,YELLOW COAT RACK PARIS FASHION,3,11-02-2011 12:45,4.95,12477.0,Germany
C559880,71038,WHITE HANGING BEADS CANDLE HOLDER,-4,13-07-2011 11:32,5.45,15493.0,United Kingdom
555549,23152,IVORY SWEETHEART WIRE LETTER RACK ,6,05-06-2011 13:24,3.75,13637.0,United Kingdom
562933,23202,JUMBO BAG VINTAGE LEAF,1,10-08-2011 16:51,4.13,,United Kingdom
566952,23406,HOME SWEET HOME KEY HOLDER,1,15-09-2011 16:37,12.46,,United Kingdom
569866,23351,ROLL WRAP 50'S CHRISTMAS,2,06-10-2011 14:50,1.25,12757.0,Portugal
576649,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,16-11-2011 10:32,1.25,16008.0,United Kingdom
569568,22619,SET OF 6 SOLDIER SKITTLES,4,05-10-2011 09:57,3.75,12700.0,France
563435,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,16-08-2011 12:29,0.29,16131.0,United Kingdom
555247,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,01-06-2011 14:42,0.95,14315.0,United Kingdom
566494,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,96,13-09-2011 11:12,0.68,17404.0,Sweden
C557650,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,21-06-2011 17:17,14.95,15152.0,United Kingdom
581219,22190,LOCAL CAFE MUG,2,08-12-2011 09:28,2.46,,United Kingdom
551855,22046,TEA PARTY  WRAPPING PAPER ,25,04-05-2011 15:08,0.42,12836.0,United Kingdom
570632,23209,LUNCH BAG VINTAGE DOILY ,10,11-10-2011 12:27,1.65,17412.0,United Kingdom
565766,22494,EMERGENCY FIRST AID TIN ,2,06-09-2011 14:23,1.25,17841.0,United Kingdom
568719,35967,FOLK ART METAL STAR T-LIGHT HOLDER,1,28-09-2011 16:19,0.83,,United Kingdom
574670,23026,DRAWER KNOB VINTAGE GLASS STAR,6,06-11-2011 12:20,2.08,12838.0,United Kingdom
564635,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,26-08-2011 12:41,2.08,15615.0,United Kingdom
574686,21441,BLUE BIRDHOUSE DECORATION,3,06-11-2011 13:00,0.85,17608.0,United Kingdom
547772,37449,CERAMIC CAKE STAND + HANGING CAKES,1,25-03-2011 11:34,9.95,17979.0,United Kingdom
569673,21508,VINTAGE KID DOLLY CARD ,12,05-10-2011 13:58,0.42,17222.0,United Kingdom
577400,84817,DANISH ROSE DECORATIVE PLATE,12,18-11-2011 17:20,2.1,16201.0,United Kingdom
537421,22865,HAND WARMER OWL DESIGN,2,06-12-2010 15:25,2.1,17218.0,United Kingdom
541424,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,1,17-01-2011 17:57,1.65,,United Kingdom
560773,21329,DINOSAURS  WRITING SET ,13,20-07-2011 16:17,0.83,,United Kingdom
550541,22684,FRENCH BLUE METAL DOOR SIGN 9,5,19-04-2011 11:33,1.25,,United Kingdom
575516,84949,SILVER HANGING T-LIGHT HOLDER,72,10-11-2011 10:45,1.45,17340.0,United Kingdom
566060,22814,CARD PARTY GAMES ,4,08-09-2011 15:27,0.42,,United Kingdom
544186,85186A,EASTER BUNNY GARLAND OF FLOWERS,1,16-02-2011 15:56,0.83,,United Kingdom
551531,21874,GIN AND TONIC MUG,12,01-05-2011 13:45,1.25,15376.0,United Kingdom
561502,22798,ANTIQUE GLASS DRESSING TABLE POT,8,27-07-2011 14:14,2.95,14305.0,United Kingdom
548868,22429,ENAMEL MEASURING JUG CREAM,4,04-04-2011 14:28,4.25,13015.0,United Kingdom
537653,22867,HAND WARMER BIRD DESIGN,4,07-12-2010 15:54,2.1,17897.0,United Kingdom
581217,23004,TRAVEL CARD WALLET PANTRY,3,08-12-2011 09:20,0.83,,United Kingdom
540832,22355,CHARLOTTE BAG SUKI DESIGN,111,11-01-2011 14:42,2.46,,United Kingdom
578262,22576,SWALLOW WOODEN CHRISTMAS DECORATION,2,23-11-2011 13:27,0.85,18283.0,United Kingdom
555277,23348,CHILDRENS TOY COOKING UTENSIL SET,1,01-06-2011 17:30,4.13,,United Kingdom
548516,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,31-03-2011 16:28,1.25,,United Kingdom
580367,85199S,SMALL HANGING IVORY/RED WOOD BIRD,11,02-12-2011 16:39,0.83,,United Kingdom
552058,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,06-05-2011 10:36,2.55,15218.0,United Kingdom
560090,21328,BALLOONS  WRITING SET ,3,14-07-2011 16:46,0.83,,United Kingdom
560412,21930,JUMBO STORAGE BAG SKULLS,2,18-07-2011 14:32,2.08,12748.0,United Kingdom
536611,22865,HAND WARMER OWL DESIGN,12,02-12-2010 09:43,2.1,15752.0,United Kingdom
545063,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,27-02-2011 14:26,4.25,14606.0,United Kingdom
556812,22798,ANTIQUE GLASS DRESSING TABLE POT,1,14-06-2011 17:25,5.79,,United Kingdom
559993,23339,EGG FRYING PAN BLUE ,1,14-07-2011 12:42,2.08,14716.0,United Kingdom
548450,22028,PENNY FARTHING BIRTHDAY CARD,12,31-03-2011 11:20,0.42,15856.0,United Kingdom
559676,22729,ALARM CLOCK BAKELIKE ORANGE,8,11-07-2011 14:40,3.75,17340.0,United Kingdom
563377,21755,LOVE BUILDING BLOCK WORD,5,16-08-2011 10:44,5.95,15002.0,United Kingdom
578488,22795,SWEETHEART RECIPE BOOK STAND,2,24-11-2011 12:53,6.75,12784.0,Portugal
575152,23508,MINI PLAYING CARDS DOLLY GIRL ,1,08-11-2011 16:12,0.42,16284.0,United Kingdom
579777,23490,T-LIGHT HOLDER HANGING LOVE BIRD,3,30-11-2011 15:13,7.46,,United Kingdom
560716,20713,JUMBO BAG OWLS,10,20-07-2011 13:26,2.08,17675.0,United Kingdom
580115,22792,FLUTED ANTIQUE CANDLE HOLDER,11,01-12-2011 16:22,1.63,,United Kingdom
581334,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,08-12-2011 12:07,0.39,17841.0,United Kingdom
572304,21624,VINTAGE UNION JACK DOORSTOP,2,23-10-2011 15:07,5.95,17131.0,United Kingdom
568057,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,7,23-09-2011 12:56,4.13,,United Kingdom
577506,21670,BLUE SPOT CERAMIC DRAWER KNOB,1,20-11-2011 12:40,1.45,13212.0,United Kingdom
548563,22272,FELTCRAFT DOLL MARIA,1,01-04-2011 10:21,2.95,18118.0,United Kingdom
540848,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,7,12-01-2011 09:26,3.36,,United Kingdom
538814,22521,CHILDS GARDEN TROWEL PINK,1,14-12-2010 12:30,0.85,15983.0,United Kingdom
571441,23301,GARDENERS KNEELING PAD KEEP CALM ,10,17-10-2011 13:31,3.29,14096.0,United Kingdom
580730,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,05-12-2011 17:28,2.46,,United Kingdom
562553,15056N,EDWARDIAN PARASOL NATURAL,2,05-08-2011 16:34,12.46,,United Kingdom
548728,22367,CHILDRENS APRON SPACEBOY DESIGN,8,04-04-2011 09:55,1.95,13198.0,United Kingdom
576917,21811,HANGING HEART WITH BELL,20,17-11-2011 10:40,0.39,17613.0,United Kingdom
553768,22219,LOVEBIRD HANGING DECORATION WHITE ,1,19-05-2011 10:47,1.63,,United Kingdom
569844,23360,SET 8 CANDLES VINTAGE DOILY,12,06-10-2011 13:30,1.95,12626.0,Germany
537603,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,07-12-2010 12:49,0.95,14673.0,United Kingdom
556724,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,20,14-06-2011 11:26,4.15,16745.0,United Kingdom
573874,46000R,POLYESTER FILLER PAD 45x30cm,1,01-11-2011 12:45,1.45,13868.0,United Kingdom
565598,22728,ALARM CLOCK BAKELIKE PINK,4,05-09-2011 14:30,3.75,14842.0,United Kingdom
581492,21677,HEARTS  STICKERS,1,09-12-2011 10:03,1.63,,United Kingdom
564093,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,23-08-2011 10:29,6.75,14930.0,Channel Islands
565541,21327,SKULLS WRITING SET ,1,05-09-2011 12:00,1.65,14159.0,United Kingdom
539053,22629,SPACEBOY LUNCH BOX ,1,15-12-2010 16:32,1.95,16725.0,United Kingdom
546242,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,10-03-2011 13:07,2.95,16743.0,United Kingdom
575930,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,11-11-2011 17:58,5.79,,United Kingdom
580640,23333,IVORY WICKER HEART MEDIUM,3,05-12-2011 12:51,1.25,16910.0,United Kingdom
561026,23089,GLASS BON BON JAR,6,24-07-2011 10:49,1.65,17265.0,United Kingdom
537638,85131D,BEADED CRYSTAL HEART PINK ON STICK,3,07-12-2010 15:28,0.85,,United Kingdom
564350,21382,SET/4 SPRING FLOWER DECORATION,24,24-08-2011 14:57,0.75,14401.0,United Kingdom
542344,21754,HOME BUILDING BLOCK WORD,1,27-01-2011 11:30,11.63,,United Kingdom
538860,22630,DOLLY GIRL LUNCH BOX,2,14-12-2010 14:02,1.95,17757.0,United Kingdom
560088,22417,PACK OF 60 SPACEBOY CAKE CASES,24,14-07-2011 16:42,0.55,15114.0,United Kingdom
560504,23076,ICE CREAM SUNDAE LIP GLOSS,48,19-07-2011 11:47,1.25,13081.0,United Kingdom
536554,84670,,23,01-12-2010 14:35,0.0,,United Kingdom
566757,20829,GLITTER HANGING BUTTERFLY STRING,1,14-09-2011 15:54,4.13,,United Kingdom
578736,21770,OPEN CLOSED METAL SIGN,6,25-11-2011 11:33,4.95,12681.0,France
577499,85035C,ROSE 3 WICK MORRIS BOX CANDLE,2,20-11-2011 12:24,1.25,15906.0,United Kingdom
541497,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,1,18-01-2011 15:19,1.63,,United Kingdom
550447,22093,MOTORING TISSUE BOX,2,18-04-2011 12:36,1.25,16033.0,United Kingdom
